dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary
n14,0,anf_n14_0,anf_n14_0,14,11,external_ros_lut_k3,3,928,1739,1787,859,47,48,62,1128.955,True,0.8120911121368408,47,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,37,anf_n14_37,anf_n14_37,14,199,external_ros_lut_k4,4,214824,365065,368219,153395,4243,4245,4258,244973.83500000002,True,0.2876851558685303,4243,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,37,anf_n14_37,anf_n14_37,14,199,external_ros_lut_k5,5,300752,496239,498561,197809,2856,2859,2871,335776.065,True,0.33654117584228516,2856,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,38,anf_n14_38,anf_n14_38,14,220,external_ros_lut_k3,3,133944,238289,241641,107697,5984,5985,5999,160147.145,True,0.25311899185180664,5984,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,38,anf_n14_38,anf_n14_38,14,220,external_ros_lut_k4,4,192248,326663,329493,137245,3859,3861,3874,219351.365,True,0.27288389205932617,3859,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,38,anf_n14_38,anf_n14_38,14,220,external_ros_lut_k5,5,267696,441429,443561,175865,2617,2620,2632,299005.225,True,0.3174591064453125,2617,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,39,anf_n14_39,anf_n14_39,14,135,external_ros_lut_k3,3,132712,235597,238973,106261,5912,5913,5927,158609.085,True,0.2557990550994873,5912,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,39,anf_n14_39,anf_n14_39,14,135,external_ros_lut_k4,4,190584,323009,325725,135141,3829,3831,3844,217403.645,True,0.26163315773010254,3829,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,39,anf_n14_39,anf_n14_39,14,135,external_ros_lut_k5,5,264896,435965,438091,173195,2614,2617,2629,295871.915,True,0.3148198127746582,2614,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,4,anf_n14_4,anf_n14_4,14,455,external_ros_lut_k3,3,143696,255193,258771,115075,6382,6383,6397,171702.035,True,0.3138139247894287,6382,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,4,anf_n14_4,anf_n14_4,14,455,external_ros_lut_k4,4,207960,353267,356319,148359,4159,4161,4174,237241.055,True,0.30906009674072266,4159,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,4,anf_n14_4,anf_n14_4,14,455,external_ros_lut_k5,5,292120,481681,483971,191851,2850,2853,2865,326271.315,True,0.30824875831604004,2850,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,40,anf_n14_40,anf_n14_40,14,56,external_ros_lut_k3,3,69168,123361,125247,56079,3078,3079,3093,82699.935,True,0.19645905494689941,3078,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,40,anf_n14_40,anf_n14_40,14,56,external_ros_lut_k4,4,99896,169863,171287,71391,1987,1989,2002,113951.735,True,0.19464397430419922,1987,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,40,anf_n14_40,anf_n14_40,14,56,external_ros_lut_k5,5,137120,226511,227621,90501,1351,1354,1366,153207.765,True,0.2331080436706543,1351,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,41,anf_n14_41,anf_n14_41,14,712,external_ros_lut_k3,3,145448,258891,262617,117169,6476,6477,6491,173868.58500000002,True,0.2888922691345215,6476,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,41,anf_n14_41,anf_n14_41,14,712,external_ros_lut_k4,4,208992,355407,358439,149447,4194,4196,4209,238471.335,True,0.30490803718566895,4194,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,41,anf_n14_41,anf_n14_41,14,712,external_ros_lut_k5,5,284056,469135,471493,187437,2830,2833,2845,317434.16500000004,True,0.3270399570465088,2830,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,42,anf_n14_42,anf_n14_42,14,46,external_ros_lut_k3,3,53296,95319,96705,43409,2303,2304,2318,63601.424999999996,True,0.17287898063659668,2303,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,42,anf_n14_42,anf_n14_42,14,46,external_ros_lut_k4,4,77120,131579,132629,55509,1486,1488,1501,87903.685,True,0.17970895767211914,1486,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,42,anf_n14_42,anf_n14_42,14,46,external_ros_lut_k5,5,107752,178295,179043,71291,978,981,993,120244.35500000001,True,0.17986035346984863,978,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,43,anf_n14_43,anf_n14_43,14,31,external_ros_lut_k3,3,43376,77727,78917,35541,1842,1843,1857,51710.245,True,0.1515798568725586,1842,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,43,anf_n14_43,anf_n14_43,14,31,external_ros_lut_k4,4,58536,100103,101003,42467,1150,1152,1165,66783.83499999999,True,0.1554701328277588,1150,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,43,anf_n14_43,anf_n14_43,14,31,external_ros_lut_k5,5,77456,128599,129255,51799,747,750,762,86556.77500000001,True,0.17015695571899414,747,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,44,anf_n14_44,anf_n14_44,14,160,external_ros_lut_k3,3,151344,268657,272301,120957,6689,6690,6704,180764.36500000002,True,0.2834310531616211,6689,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,44,anf_n14_44,anf_n14_44,14,160,external_ros_lut_k4,4,217584,369349,372529,154945,4342,4344,4357,248183.345,True,0.2930138111114502,4342,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,44,anf_n14_44,anf_n14_44,14,160,external_ros_lut_k5,5,306608,505195,507523,200915,2997,3000,3012,342437.795,True,0.34322309494018555,2997,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,45,anf_n14_45,anf_n14_45,14,77,external_ros_lut_k3,3,60808,108615,110263,49455,2672,2673,2687,72647.095,True,0.17183375358581543,2672,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,45,anf_n14_45,anf_n14_45,14,77,external_ros_lut_k4,4,88536,150859,152149,63613,1742,1744,1757,100976.725,True,0.17963600158691406,1742,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,45,anf_n14_45,anf_n14_45,14,77,external_ros_lut_k5,5,121960,201923,202843,80883,1188,1191,1203,136270.395,True,0.19219088554382324,1188,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,46,anf_n14_46,anf_n14_46,14,300,external_ros_lut_k3,3,127048,226313,229653,102605,5683,5684,5698,151939.365,True,0.2513618469238281,5683,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,46,anf_n14_46,anf_n14_46,14,300,external_ros_lut_k4,4,182552,310021,312697,130145,3670,3672,3685,208288.745,True,0.25894975662231445,3670,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,46,anf_n14_46,anf_n14_46,14,300,external_ros_lut_k5,5,248568,409829,411845,163277,2447,2450,2462,277671.605,True,0.2811257839202881,2447,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,47,anf_n14_47,anf_n14_47,14,46,external_ros_lut_k3,3,81584,146633,149007,67423,3637,3638,3652,97634.655,True,0.20604896545410156,3637,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,47,anf_n14_47,anf_n14_47,14,46,external_ros_lut_k4,4,114136,195507,197299,83163,2284,2286,2299,130319.395,True,0.21026992797851562,2284,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,47,anf_n14_47,anf_n14_47,14,46,external_ros_lut_k5,5,158040,262271,263617,105577,1482,1485,1497,176510.865,True,0.22415709495544434,1482,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,48,anf_n14_48,anf_n14_48,14,691,external_ros_lut_k3,3,146792,260699,264319,117527,6536,6537,6551,175434.01499999998,True,0.5344698429107666,6536,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,48,anf_n14_48,anf_n14_48,14,691,external_ros_lut_k4,4,212528,360551,363625,151097,4250,4252,4265,242419.385,True,0.6548058986663818,4250,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,48,anf_n14_48,anf_n14_48,14,691,external_ros_lut_k5,5,297792,490661,492961,195169,2915,2918,2930,332600.545,True,0.7660973072052002,2915,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,49,anf_n14_49,anf_n14_49,14,60,external_ros_lut_k3,3,103240,184553,187337,84097,4545,4546,4560,123365.14499999999,True,0.5020279884338379,4545,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,49,anf_n14_49,anf_n14_49,14,60,external_ros_lut_k4,4,147080,250919,253043,105963,2928,2930,2943,167832.035,True,0.6428470611572266,2928,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,49,anf_n14_49,anf_n14_49,14,60,external_ros_lut_k5,5,208568,345107,346695,138127,1937,1940,1952,232833.97499999998,True,0.7131137847900391,1937,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,5,anf_n14_5,anf_n14_5,14,506,external_ros_lut_k3,3,148152,263711,267431,119279,6610,6611,6625,177126.695,True,0.267380952835083,6610,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,5,anf_n14_5,anf_n14_5,14,506,external_ros_lut_k4,4,215440,366213,369267,153827,4225,4227,4240,245619.79499999998,True,0.2753458023071289,4225,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,5,anf_n14_5,anf_n14_5,14,506,external_ros_lut_k5,5,293480,484573,486751,193271,2871,2874,2886,327844.895,True,0.3176298141479492,2871,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,50,anf_n14_50,anf_n14_50,14,506,external_ros_lut_k3,3,147688,263265,267061,119373,6567,6568,6582,176554.24500000002,True,0.7635478973388672,6567,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,50,anf_n14_50,anf_n14_50,14,506,external_ros_lut_k4,4,212376,361427,364627,152251,4231,4233,4246,242290.995,True,0.7716970443725586,4231,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,50,anf_n14_50,anf_n14_50,14,506,external_ros_lut_k5,5,297168,490605,492955,195787,2880,2883,2895,331910.395,True,0.6043891906738281,2880,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,51,anf_n14_51,anf_n14_51,14,201,external_ros_lut_k3,3,139176,247645,251131,111955,6128,6129,6143,166226.31499999997,True,0.511817216873169,6128,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,51,anf_n14_51,anf_n14_51,14,201,external_ros_lut_k4,4,200040,340355,343285,143245,3969,3971,3984,228177.92500000002,True,0.428926944732666,3969,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,51,anf_n14_51,anf_n14_51,14,201,external_ros_lut_k5,5,284152,468963,471225,187073,2696,2699,2711,317247.625,True,0.4135439395904541,2696,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,52,anf_n14_52,anf_n14_52,14,241,external_ros_lut_k3,3,137104,244469,248067,110963,6103,6104,6118,163921.39500000002,True,0.354877233505249,6103,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,52,anf_n14_52,anf_n14_52,14,241,external_ros_lut_k4,4,197416,336113,339123,141707,3936,3938,3951,225240.435,True,0.35445213317871094,3936,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,52,anf_n14_52,anf_n14_52,14,241,external_ros_lut_k5,5,276576,456613,458769,182193,2646,2649,2661,308841.985,True,0.34903693199157715,2646,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,53,anf_n14_53,anf_n14_53,14,174,external_ros_lut_k3,3,132936,236133,239465,106529,5886,5887,5901,158812.58500000002,True,0.29515576362609863,5886,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,53,anf_n14_53,anf_n14_53,14,174,external_ros_lut_k4,4,194648,330081,332819,138171,3837,3839,3852,221903.235,True,0.2840309143066406,3837,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,53,anf_n14_53,anf_n14_53,14,174,external_ros_lut_k5,5,264328,435847,437881,173553,2608,2611,2623,295287.62500000006,True,0.31932997703552246,2608,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,54,anf_n14_54,anf_n14_54,14,13,external_ros_lut_k3,3,3640,6567,6685,3045,161,162,176,4357.405,True,0.1179189682006836,161,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,54,anf_n14_54,anf_n14_54,14,13,external_ros_lut_k4,4,4824,8267,8341,3517,92,94,107,5502.965,True,0.12067317962646484,92,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,54,anf_n14_54,anf_n14_54,14,13,external_ros_lut_k5,5,5744,9619,9681,3937,60,63,75,6439.345,True,0.1239480972290039,60,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,55,anf_n14_55,anf_n14_55,14,766,external_ros_lut_k3,3,153432,272331,276161,122729,6802,6803,6817,183300.945,True,0.3072361946105957,6802,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,55,anf_n14_55,anf_n14_55,14,766,external_ros_lut_k4,4,228640,387945,391167,162527,4453,4455,4468,260560.57499999998,True,0.31844377517700195,4453,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,55,anf_n14_55,anf_n14_55,14,766,external_ros_lut_k5,5,312608,515627,518069,205461,3058,3061,3073,349180.725,True,0.3655402660369873,3058,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,56,anf_n14_56,anf_n14_56,14,286,external_ros_lut_k3,3,143480,254723,258133,114653,6416,6417,6431,171521.445,True,0.3004341125488281,6416,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,56,anf_n14_56,anf_n14_56,14,286,external_ros_lut_k4,4,205976,349923,352969,146993,4172,4174,4187,235085.385,True,0.3119690418243408,4172,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,56,anf_n14_56,anf_n14_56,14,286,external_ros_lut_k5,5,286672,472643,474859,188187,2861,2864,2876,320310.475,True,0.36789393424987793,2861,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,57,anf_n14_57,anf_n14_57,14,376,external_ros_lut_k3,3,143520,254525,257909,114389,6338,6339,6353,171391.52500000002,True,0.29767704010009766,6338,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,57,anf_n14_57,anf_n14_57,14,376,external_ros_lut_k4,4,206240,349769,352745,146505,4155,4157,4170,235300.985,True,0.3109397888183594,4155,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,57,anf_n14_57,anf_n14_57,14,376,external_ros_lut_k5,5,286904,472655,474931,188027,2863,2866,2878,320546.43500000006,True,0.35572004318237305,2863,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,58,anf_n14_58,anf_n14_58,14,303,external_ros_lut_k3,3,141384,251467,255099,113715,6267,6268,6282,168942.31499999997,True,0.2943379878997803,6267,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,58,anf_n14_58,anf_n14_58,14,303,external_ros_lut_k4,4,201224,341949,345043,143819,4045,4047,4060,229609.79499999998,True,0.31249094009399414,4045,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,58,anf_n14_58,anf_n14_58,14,303,external_ros_lut_k5,5,279664,461159,463469,183805,2719,2722,2734,312344.44499999995,True,0.38265395164489746,2719,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,59,anf_n14_59,anf_n14_59,14,210,external_ros_lut_k3,3,139544,248357,251871,112327,6208,6209,6223,166797.615,True,0.3019089698791504,6208,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,59,anf_n14_59,anf_n14_59,14,210,external_ros_lut_k4,4,204032,346739,349655,145623,4047,4049,4062,232700.61500000002,True,0.34432005882263184,4047,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,59,anf_n14_59,anf_n14_59,14,210,external_ros_lut_k5,5,282592,466217,468447,185855,2723,2726,2738,315577.935,True,0.4124290943145752,2723,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,6,anf_n14_6,anf_n14_6,14,442,external_ros_lut_k3,3,147592,262655,266385,118793,6585,6586,6600,176453.905,True,0.2594759464263916,6585,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,6,anf_n14_6,anf_n14_6,14,442,external_ros_lut_k4,4,214336,364497,367663,153327,4279,4281,4294,244526.095,True,0.2688109874725342,4279,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,6,anf_n14_6,anf_n14_6,14,442,external_ros_lut_k5,5,293960,485529,487903,193943,2905,2908,2920,328455.13499999995,True,0.3097829818725586,2905,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,60,anf_n14_60,anf_n14_60,14,283,external_ros_lut_k3,3,137184,243961,247493,110309,6164,6165,6179,164087.925,True,0.33550310134887695,6164,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,60,anf_n14_60,anf_n14_60,14,283,external_ros_lut_k4,4,198680,337475,340451,141771,3970,3972,3985,226647.475,True,0.3579421043395996,3970,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,60,anf_n14_60,anf_n14_60,14,283,external_ros_lut_k5,5,271280,447029,449279,177999,2686,2689,2701,303058.33499999996,True,0.3974602222442627,2686,5,strash; if -K 5,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,61,anf_n14_61,anf_n14_61,14,13,external_ros_lut_k3,3,1848,3505,3607,1759,102,103,117,2265.895,True,0.15727615356445312,102,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n14,61,anf_n14_61,anf_n14_61,14,13,external_ros_lut_k4,4,2264,4065,4121,1857,66,68,81,2642.985,True,0.1693878173828125,66,4,strash; if -K 4,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
